nom_commune;code_insee;code_departement;population;email;nom_contact;code_postal;latitude;longitude
RIGNIEUX-LE-FRANC;01325;1;953;mairie@rignieuxlefranc.com;Jean-Marie CASTELLANI;01800;;
ROMANS;01328;1;590;romans01400@gmail.com;Jean Michel GAUTHIER;01400;;
ROMANS;01328;79;590;mairie.romans884@orange.fr;Jean Michel GAUTHIER;79260;;
ROSSILLON;01329;1;150;mairierossillon@wanadoo.fr;Georges BOUVIER;01510;;
SAINT-ALBAN;01331;1;164;mairie.st.alban@orange.fr;Béatrice DE VECCHI;01450;;
SAINT-ALBAN;01331;22;164;mairie@saintalban.fr;Béatrice DE VECCHI;22400;;
SAINT-ALBAN;01331;31;164;accueil@mairie-stalban.fr;Béatrice DE VECCHI;31140;;
SAINT-ANDRÉ-DE-BÂGÉ;01332;1;669;mairie@saintandredebage.fr;Daniel CLERE;01380;;
SAINT-ANDRÉ-DE-CORCY;01333;1;2975;accueil@saintandredecorcy.fr;Jean-Pierre BARON;01390;;
SAINT-ANDRÉ-D'HUIRIAT;01334;1;541;mairiesaintandre@wanadoo.fr;Michel DUBOST;01290;;
SAINT-ANDRÉ-LE-BOUCHOUX;01335;1;327;mairie-sta-bouchoux@adeli.biz;Alain JAYR;01240;;
SAINT-ANDRÉ-SUR-VIEUX-JONC;01336;1;1091;st-andre-sur-vieux-jonc@ca3b.fr;Bernard QUIVET;01960;;
SAINT-BÉNIGNE;01337;1;1185;stbenigne01@orange.fr;Jean-Jacques WILLIG;01190;;
SAINT-BENOÎT;01338;4;792;contact@saintbenoit04.fr;Guy PLANTIN;04240;;
SAINT-BENOÎT;01338;11;792;communestbenoit@orange.fr;Guy PLANTIN;11230;;
SAINT-BENOÎT;01338;86;792;contact@saintbenoit86.fr;Guy PLANTIN;86280;;
SAINT-BENOÎT;01338;97;792;communication@ville-saintbenoit.re;Guy PLANTIN;97470;;
SAINT-BERNARD;01339;1;1386;mairie@mairie-saint-bernard.fr;Bernard REY;01600;;
SAINT-BERNARD;01339;21;1386;mairiesaint-bernard@wanadoo.fr;Bernard REY;21700;;
SAINT-BERNARD;01339;68;1386;infos@saint-bernard68.fr;Bernard REY;68720;;
SAINTE-CROIX;01342;1;530;ville-saintecroix@wanadoo.fr;Michel LEVRAT;01120;;
SAINTE-CROIX;01342;2;530;commune.saintecroix@orange.fr;Michel LEVRAT;02820;;
SAINTE-CROIX;01342;12;530;mairie-ste-croix@orange.fr;Michel LEVRAT;12260;;
SAINTE-CROIX;01342;26;530;mairiedesaintecroix@orange.fr;Michel LEVRAT;26150;;
SAINTE-CROIX;01342;81;530;mairiedesaintecroix.tarn@orange.fr;Michel LEVRAT;81150;;
SAINT-CYR-SUR-MENTHON;01343;1;1674;accueil@saintcyrsurmenthon.fr;Alain CHALTON;01380;;
SAINT-DENIS-LÈS-BOURG;01344;1;5492;mairie@stdenislesbourg.fr;Guillaume FAUVET;01000;;
SAINT-DENIS-EN-BUGEY;01345;1;2154;secretariat@mairie-stdenis.fr;Pascal COLLIGNON;01500;;
SAINT-DIDIER-D'AUSSIAT;01346;1;876;mairie@saint-didier-daussiat.com;Catherine PICARD;01340;;
SAINT-DIDIER-DE-FORMANS;01347;1;1775;contact@saintdidierdeformans.fr;Frédéric VALLOS;01600;;
SAINT-DIDIER-SUR-CHALARONNE;01348;1;2768;mairie@st-didier-chalaronne.org;Muriel LUGA GIRAUD;01140;;
SAINTE-EUPHÉMIE;01353;1;1531;mairie@sainte-euphemie.fr;Anny SANLAVILLE;01600;;
SAINT-GENIS-POUILLY;01354;1;9186;mairie@saint-genis-pouilly.fr;Hubert BERTRAND;01630;;
SAINT-GENIS-SUR-MENTHON;01355;1;428;mairiesaintgenissurmenthon@gmail.com;Christophe GREFFET;01380;;
SAINT-GEORGES-SUR-RENON;01356;1;203;st-georges-sur-renon@wanadoo.fr;Jacques PAPILLON;01400;;
SAINT-GERMAIN-DE-JOUX;01357;1;477;mairie@saintgermaindejoux.fr;Gilles THOMASSET;01130;;
SAINT-GERMAIN-LES-PAROISSES;01358;1;397;mairie-st-germain-les-paroisses@wanadoo.fr;Régis CASTIN;01300;;
SAINT-GERMAIN-SUR-RENON;01359;1;233;mairiestgermain@wanadoo.fr;Christophe MONIER;01240;;
SAINT-JEAN-DE-GONVILLE;01360;1;1498;mairie@stjeandegonville.fr;Michel BRULHART;01630;;
SAINT-JEAN-DE-NIOST;01361;1;1429;contact@saintjeandeniost.fr;Jean-Pierre HERMAN;01800;;
SAINT-JEAN-DE-THURIGNEUX;01362;1;757;mairie@saint-jean-de-thurigneux.fr;Christian BAISE;01390;;
SAINT-JEAN-LE-VIEUX;01363;1;1606;contact@saintjeanlevieux01.fr;Christian BATAILLY;01640;;
SAINT-JEAN-LE-VIEUX;01363;38;1606;mairie@saintjeanlevieux.fr;Christian BATAILLY;38420;;
SAINT-JEAN-LE-VIEUX;01363;64;1606;mairie@saintjeanlevieux64.fr;Christian BATAILLY;64220;;
SAINT-JEAN-SUR-REYSSOUZE;01364;1;738;mairiestjean-reyssouze@wanadoo.fr;Jacques SALLET;01560;;
SAINT-JEAN-SUR-VEYLE;01365;1;1087;accueil@mairie-saintjeansurveyle.com;Agnès RENOUD-LYAT DUPERRAY;01290;;
SAINTE-JULIE;01366;1;912;mairie@saintejulie.fr;Jean-Luc ROBIN;01150;;
SAINT-JULIEN-SUR-REYSSOUZE;01367;1;709;mairiejulienreyssouze@orange.fr;Christophe RIGOLLET;01560;;
SAINT-JULIEN-SUR-VEYLE;01368;1;727;mairiedesaintjuliensurveyle@gmail.com;Serge REVOL;01540;;
SAINT-JUST;01369;1;883;mairie@saintjust01.fr;Jean PICHET;01250;;
SAINT-JUST;01369;18;883;mairie.stjust18@wanadoo.fr;Jean PICHET;18340;;
SAINT-JUST;01369;24;883;mairie@saintjust24.fr;Jean PICHET;24320;;
SAINT-JUST;01369;34;883;mairie@saintjust34.com;Jean PICHET;34400;;
SAINT-JUST;01369;35;883;mairie@saintjust35.fr;Jean PICHET;35550;;
SAINT-JUST;01369;63;883;mairie.stjust@gmail.com;Jean PICHET;63600;;
SAINT-LAURENT-SUR-SAÔNE;01370;1;1760;mairie@saintlaurentsursaone.fr;Jean-Pierre PAGNEUX;01750;;
SAINT-MARCEL;01371;1;1205;secretariat@mairie-saint-marcel.fr;Dominique PETRONE;01390;;
SAINT-MARCEL;01371;8;1205;mairie-saint-marcel@orange.fr;Dominique PETRONE;08460;;
SAINT-MARCEL;01371;27;1205;mairie@marcel27.fr;Dominique PETRONE;27950;;
SAINT-MARCEL;01371;36;1205;contact@mairie-stmarcel36.com;Dominique PETRONE;36200;;
SAINT-MARCEL;01371;54;1205;mairiedesaintmarcel@west-telecom.com;Dominique PETRONE;54800;;
SAINT-MARCEL;01371;56;1205;mairie@saint-marcel.bzh;Dominique PETRONE;56140;;
SAINT-MARCEL;01371;70;1205;mairie.stmarcel@orange.fr;Dominique PETRONE;70500;;
SAINT-MARCEL;01371;71;1205;mairie@saintmarcel.com;Dominique PETRONE;71380;;
SAINT-MARCEL;01371;73;1205;contact@mairie-st-marcel.fr;Dominique PETRONE;73600;;
SAINT-MARTIN-DE-BAVEL;01372;1;436;mairie.stmartindebavel@wanadoo.fr;Xavier VINCENT;01510;;
SAINT-MARTIN-DU-FRÊNE;01373;1;1093;mairie@saintmartindufresne.com;Dominique TURC;01430;;
SAINT-MARTIN-DU-MONT;01374;1;1681;mairie@saintmartindumont.fr;Laurent PAUCOD;01160;;
SAINT-MARTIN-DU-MONT;01374;21;1681;mairiesaintmartin21440@gmail.com;Laurent PAUCOD;21440;;
SAINT-MARTIN-DU-MONT;01374;71;1681;mont.mmartin@wanadoo.fr;Laurent PAUCOD;71580;;
SAINT-MARTIN-LE-CHÂTEL;01375;1;792;mairiestmartinlechatel@wanadoo.fr;Jean-Luc JACQUET;01310;;
SAINT-MAURICE-DE-BEYNOST;01376;1;3864;mairie@saint-maurice-de-beynost.fr;Pierre GOUBET;01703;;
SAINT-MAURICE-DE-GOURDANS;01378;1;2475;mairiegourdans@wanadoo.fr;Fabrice VENET;01800;;
SAINT-MAURICE-DE-RÉMENS;01379;1;714;secretariat.stmauricederemens@orange.fr;Eric GAILLARD;01500;;
SAINT-NIZIER-LE-BOUCHOUX;01380;1;694;mairie.stnizierlebouchoux@wanadoo.fr;Valérie GUYON;01560;;
SAINT-NIZIER-LE-DÉSERT;01381;1;884;mairie@stnizierledesert.fr;Françoise BERNILLON;01320;;
SAINTE-OLIVE;01382;1;299;mairie.steolive@adeli.biz;Thierry PAUCHARD;01330;;
SAINT-PAUL-DE-VARAX;01383;1;1526;accueil@saintpauldevarax.fr;Roland BERNIGAUD;01240;;
SAINT-RAMBERT-EN-BUGEY;01384;1;2191;mairie@saintrambertenbugey.fr;Gilbert BOUCHON;01230;;
SAINT-RÉMY;01385;1;942;mairie@st-remy01.fr;Martine DUSONCHET;01310;;
SAINT-RÉMY;01385;12;942;saint.remy@wanadoo.fr;Martine DUSONCHET;12200;;
SAINT-RÉMY;01385;14;942;mairie@stremy.fr;Martine DUSONCHET;14570;;
SAINT-RÉMY;01385;19;942;mairie.saintremy@orange.fr;Martine DUSONCHET;19290;;
SAINT-RÉMY;01385;21;942;mairie.saint-remy@wanadoo.fr;Martine DUSONCHET;21500;;
SAINT-RÉMY;01385;71;942;mairie@saint-remy71.fr;Martine DUSONCHET;71100;;
SAINT-RÉMY;01385;79;942;mairie@saintremy79.fr;Martine DUSONCHET;79410;;
SAINT-SORLIN-EN-BUGEY;01386;1;1055;mairiestso@orange.fr;Patrick MILLET;01150;;
SAINT-SULPICE;01387;1;155;accueil@saint-sulpice01.fr;Clotilde FOURNIER;01340;;
SAINT-SULPICE;01387;46;155;mairiesaintsulpice46@orange.fr;Clotilde FOURNIER;46160;;
SAINT-SULPICE;01387;58;155;mairiesaintsulpice@wanadoo.fr;Clotilde FOURNIER;58270;;
SAINT-SULPICE;01387;60;155;mairie.stsulpice@wanadoo.fr;Clotilde FOURNIER;60430;;
SAINT-SULPICE;01387;63;155;saintsulpice.mairie@wanadoo.fr;Clotilde FOURNIER;63760;;
SAINT-SULPICE;01387;70;155;stsulpice.mairie@wanadoo.fr;Clotilde FOURNIER;70110;;
SAINT-SULPICE;01387;73;155;mairie-saintsulpice@wanadoo.fr;Clotilde FOURNIER;73160;;
SAINT-TRIVIER-DE-COURTES;01388;1;1047;mairie@stdc.fr;Michel BRUNET;01560;;
SAINT-TRIVIER-SUR-MOIGNANS;01389;1;1847;secretariat@mairie-stm.fr;Marcel LANIER;01990;;
SAINT-VULBAS;01390;1;954;accueil@mairiestvulbas.fr;Marcel JACQUIN;01150;;
SALAVRE;01391;1;287;mairie-salavre@orange.fr;Gérard POUPON;01270;;
SAMOGNAT;01392;1;704;mairie@samognat.fr;Annie ESCODA;01580;;
SANDRANS;01393;1;521;mairie@sandrans.fr;Bernard OLLAGNIER;01400;;
SAULT-BRÉNAZ;01396;1;1040;comsaultbrenaz@orange.fr;Martial MONTEGRE;01150;;
SAUVERNY;01397;1;1083;sauverny@mairie-sauverny.fr;Isabelle HENNIQUAU;01220;;
SAVIGNEUX;01398;1;1213;accueil@mairiesavigneux.fr;Daniel VIGNARD;01480;;
SAVIGNEUX;01398;42;1213;mairie@savigneux.fr;Daniel VIGNARD;42600;;
SEILLONNAZ;01400;1;139;mairie.seillonnaz@gmail.com;Frédérique BOREL;01470;;
SERGY;01401;1;2005;mairie@sergy.fr;Denis LINGLIN;01630;;
SERGY;01401;2;2005;mairie.sergy02@orange.fr;Denis LINGLIN;02130;;
SERMOYER;01402;1;674;mairie.sermoyer@wanadoo.fr;Michèle BOURCET;01190;;
SERRIÈRES-DE-BRIORD;01403;1;1231;contact@mairie-serrieresdebriord.fr;Daniel BEGUET;01470;;
SERRIÈRES-SUR-AIN;01404;1;122;mairieserrieressurain@wanadoo.fr;Christian BARDET;01450;;
SERVAS;01405;1;1186;mairie@servas.fr;Gérard GAVILLON;01960;;
SERVAS;01405;30;1186;mairie.servas@laposte.net;Gérard GAVILLON;30340;;
SERVIGNAT;01406;1;163;mairie.servignat@orange.fr;Laurent VIALLON;01560;;
SEYSSEL;01407;1;933;mairie@seyssel01.fr;Jean-Paul GRANCHAMP;01420;;
SEYSSEL;01407;74;933;administration@seyssel74.fr;Jean-Paul GRANCHAMP;74910;;
SIMANDRE-SUR-SURAN;01408;1;664;mairiedesimandre@wanadoo.fr;Jean Michel PERDRIX;01250;;
SONTHONNAX-LA-MONTAGNE;01410;1;315;mairie.sonthonnax@wanadoo.fr;Dominique GARBE;01580;;
SOUCLIN;01411;1;263;mairie.souclin@wanadoo.fr;Albert BERTHOLET;01150;;
SULIGNAT;01412;1;562;mairie-sulignat@orange.fr;Bernard JARNET;01400;;
TALISSIEU;01415;1;423;accueil@mairiedetalissieu.fr;José FERNANDEZ GONZALEZ;01510;;
TENAY;01416;1;1103;mairie@tenay.fr;Marc PERROT;01230;;
THIL;01418;1;1050;mairie.thil@thil.fr;Bruno LOUSTALET;01120;;
THIL;01418;10;1050;mairiedethil10@orange.fr;Bruno LOUSTALET;10200;;
THIL;01418;31;1050;accueil@mairie-thil.fr;Bruno LOUSTALET;31530;;
THIL;01418;51;1050;mairiedethil@wanadoo.fr;Bruno LOUSTALET;51220;;
THIL;01418;54;1050;mairie@ville-thil54.fr;Bruno LOUSTALET;54880;;
THOIRY;01419;1;5461;mairie@mairie-thoiry.fr;Muriel BENIER;01710;;
THOIRY;01419;73;5461;thoiry73@orange.fr;Muriel BENIER;73230;;
THOIRY;01419;78;5461;mairie-de-thoiry@wanadoo.fr;Muriel BENIER;78770;;
THOISSEY;01420;1;1558;mairie@thoissey.fr;Maurice VOISIN;01140;;
TORCIEU;01421;1;694;commune-de-torcieu@orange.fr;Françoise GIRAUDET;01230;;
TOSSIAT;01422;1;1389;mairietossiat@wanadoo.fr;Roger FENET;01250;;
TOUSSIEUX;01423;1;783;mairie@toussieux.fr;Jean-Claude AUBERT;01600;;
TRAMOYES;01424;1;1657;mairie@tramoyes.fr;Henri MERCANTI;01390;;
LA TRANCLIÈRE;01425;1;302;latrancliere.mairie@orange.fr;Daniel ROUSSET;01160;;
TRÉVOUX;01427;1;6687;contact@mairie-trevoux.fr;Marc PECHOUX;01606;;
VALEINS;01428;1;90;mairie@valeins.fr;Frédéric BARDON;01140;;
VANDEINS;01429;1;636;mairie@vandeins.fr;Jean-Paul MARVIE;01660;;
VARAMBON;01430;1;519;secretariat@varambon.com;Pierre DULAURIER;01160;;
VAUX-EN-BUGEY;01431;1;1184;mairie.vaux@wanadoo.fr;Françoise VEYSSET;01150;;
VERJON;01432;1;253;mairie.verjon@wanadoo.fr;Philippe JAMME;01270;;
VERNOUX;01433;1;299;mairiedevernoux@wanadoo.fr;Philippe RAVASSARD;01560;;
VERSAILLEUX;01434;1;332;mairie@versailleux.fr;Gérard BRANCHY;01330;;
VERSONNEX;01435;1;2130;mairie@versonnex.fr;Jacques DUBOUT;01210;;
VERSONNEX;01435;74;2130;accueil@versonnex74.fr;Jacques DUBOUT;74150;;
VESANCY;01436;1;529;mairie@vesancy.fr;Pierre HOTELLIER;01170;;
VESCOURS;01437;1;210;mairie@vescours.fr;Chantal THENOZ;01560;;
VÉSINES;01439;1;95;vesines01mairie@wanadoo.fr;Pascal JULLIN;01570;;
VIEU-D'IZENAVE;01441;1;688;mairie@vieudizenave.fr;Dominique DELAGNEAU;01430;;
VILLARS-LES-DOMBES;01443;1;4411;mairie@mairie-villars-les-dombes.org;Pierre LARRIEU;01330;;
VILLEBOIS;01444;1;1160;contact@mairievillebois.fr;Marc LONGATTE;01150;;
VILLEMOTIER;01445;1;634;villemotier@wanadoo.fr;Pierre GUILLET;01270;;
VILLENEUVE;01446;1;1396;mairie@villeneuve01.fr;Raymond MOUSSY;01480;;
VILLENEUVE;01446;4;1396;elus@villeneuve.fr;Raymond MOUSSY;04180;;
VILLENEUVE;01446;9;1396;mairie.villeneuve09@wanadoo.fr;Raymond MOUSSY;09800;;
VILLENEUVE;01446;12;1396;mairie@villeneuvedaveyron.fr;Raymond MOUSSY;12260;;
VILLENEUVE;01446;33;1396;mairie.villeneuve33@orange.fr;Raymond MOUSSY;33710;;
VILLENEUVE;01446;63;1396;communedevilleneuve@orange.fr;Raymond MOUSSY;63340;;
VILLEREVERSURE;01447;1;1211;mairie@villereversure.fr;Gérard BALLAND;01250;;
VILLES;01448;1;374;accueil@mairiedevilles.fr;Guy SUSINI;01200;;
VILLETTE-SUR-AIN;01449;1;678;mairie.villette-sur-ain@wanadoo.fr;Jean-Pierre HUMBERT;01320;;
VILLIEU-LOYES-MOLLON;01450;1;3174;mairie@mairievlm.fr;Eric BEAUFORT;01800;;
VIRIAT;01451;1;6083;mairie@viriat.fr;Bernard PERRET;01440;;
VIRIEU-LE-GRAND;01452;1;1174;mairie@virieulegrand.fr;Georges GERIN;01510;;
VIRIGNIN;01454;1;882;mairiedevirignin@wanadoo.fr;Jean Paul BLANC;01300;;
VONGNES;01456;1;76;mairie@vongnes.fr;Pascale GUILLON;01350;;
VONNAS;01457;1;2844;mairie@vonnas.com;Patrick CHAIZE;01540;;
ABBÉCOURT;02001;2;536;mairieabbecourt@wanadoo.fr;René PARIS;02300;;
ACHERY;02002;2;608;mairie.achery@nordnet.fr;Georges DEMOULIN;02800;;
ACY;02003;2;989;contact@mairie-acy.fr;Bertrand PENASSE;02200;;
AGNICOURT-ET-SÉCHELLES;02004;2;205;agnichelles@gmail.com;Patrice LETURQUE;02340;;
AGUILCOURT;02005;2;371;mairie.aguilcourt@hotmail.fr;Gérard PREVOT;02190;;
AISONVILLE-ET-BERNOVILLE;02006;2;283;aisonville@orange.fr;Alain VIOLLETTE;02110;;
AIZELLES;02007;2;113;mairie.aizelles@orange.fr;Jean-Marie MERLO;02820;;
AIZY-JOUY;02008;2;301;mairie.aizyjouy@orange.fr;Eric DE WULF;02370;;
ALAINCOURT;02009;2;511;mairie@alaincourt-aisne.fr;Stéphan ANTHONY;02240;;
ALAINCOURT;02009;70;511;mairie.alaincourt@outlook.fr;Stéphan ANTHONY;70210;;
ALLEMANT;02010;2;178;mairie.allemant02@wanadoo.fr;Marc HENNEVEUX;02320;;
ALLEMANT;02010;51;178;mairie.allemant@wanadoo.fr;Marc HENNEVEUX;51120;;
AMBLENY;02011;2;1135;secretariat@amblenymairie.fr;Christian PERUT;02290;;
AMBRIEF;02012;2;63;commune-d-ambrief@orange.fr;Nicolas BERTIN;02200;;
AMIFONTAINE;02013;2;416;mairie@amifontaine.com;Denis SERIN;02190;;
AMIGNY-ROUY;02014;2;739;mairie.amignyrouy@wanadoo.fr;André DIDIER;02700;;
ANCIENVILLE;02015;2;77;mairie.ancienville@orange.fr;Alain DESBOVES;02600;;
ANDELAIN;02016;2;187;commune.andelain@wanadoo.fr;François URAN;02800;;
ANGUILCOURT-LE-SART;02017;2;298;mairie.anguilcourt@wanadoo.fr;Bernard LEMIRE;02800;;
ANNOIS;02019;2;386;annois.mairie@orange.fr;Richard TELATYNSKI;02480;;
ANY-MARTIN-RIEUX;02020;2;474;mairie.any@orange.fr;Prince MAILLARD;02500;;
ARCHON;02021;2;85;commune-d-archon@orange.fr;Jean-Luc VILLAIN;02360;;
ARCY-SAINTE-RESTITUE;02022;2;421;commune-arcysterestitue@wanadoo.fr;Daniel FONTE;02130;;
ARMENTIÈRES-SUR-OURCQ;02023;2;101;mairie.armentieres02@orange.fr;Jean-Pierre BOCQUET;02210;;
ARRANCY;02024;2;53;arrancy@orange.fr;Georges HARANT;02860;;
ARTEMPS;02025;2;360;artemps.mairie@orange.fr;Jean-Claude DUSANTER;02480;;
ASSIS-SUR-SERRE;02027;2;279;mairie.assissurserre@wanadoo.fr;Richard BEAUSAERT;02270;;
ATHIES-SOUS-LAON;02028;2;2631;mairie.athies02@wanadoo.fr;Yves BRUN;02840;;
ATTILLY;02029;2;378;mairie.attilly.02@wanadoo.fr;Jean-Paul BRUET;02490;;
AUBENCHEUL-AUX-BOIS;02030;2;304;mairie.aubencheulauxbois@gmail.com;Francis PASSET;02420;;
AUBENTON;02031;2;695;mairie.aubenton@gmail.com;Denise CHARLIER;02500;;
AUBIGNY-AUX-KAISNES;02032;2;240;aubignyauxkaisnes@orange.fr;Sylvain VAN HEESWYCK;02590;;
AUBIGNY-EN-LAONNOIS;02033;2;113;mairie.aubignyenlaonnois@wanadoo.fr;Thierry RAVERDY;02820;;
AUDIGNICOURT;02034;2;103;mairie.audignicourt@orange.fr;Philippe MOYON;02300;;
AUDIGNY;02035;2;278;mairie.audigny@wanadoo.fr;Franck GUIARD;02120;;
AUGY;02036;2;91;mairie.augy@wanadoo.fr;Didier RUFFY;02220;;
AUGY;02036;89;91;mairie@augy89.com;Didier RUFFY;89290;;
LES AUTELS;02038;2;74;mairie-lesautels@orange.fr;Eric HALLE;02360;;
AUTREMENCOURT;02039;2;182;autremencourt.mairie@wanadoo.fr;Dominique POTART;02250;;
AUTREPPES;02040;2;184;mairie.autreppes@orange.fr;Paul BASSE;02580;;
AUTREVILLE;02041;2;824;mairie.autreville02@wanadoo.fr;Francis GARCIS;02300;;
AUTREVILLE;02041;88;824;mairieautreville88@orange.fr;Francis GARCIS;88300;;
AZY-SUR-MARNE;02042;2;396;mairieazysurmarne@outlook.fr;Jean-Pierre LANTOINE;02400;;
BAGNEUX;02043;2;72;mairie.bagneux@gmail.com;Jean-Marie DUBOIS;02290;;
BAGNEUX;02043;3;72;mairie-bagneux@wanadoo.fr;Jean-Marie DUBOIS;03460;;
BAGNEUX;02043;36;72;mairie5@wanadoo.fr;Jean-Marie DUBOIS;36210;;
BAGNEUX;02043;51;72;commune.bagneux@orange.fr;Jean-Marie DUBOIS;51260;;
BAGNEUX;02043;54;72;mairie.bagneux54@gmail.com;Jean-Marie DUBOIS;54170;;
BAGNEUX;02043;92;72;contact@mairie-bagneux.fr;Jean-Marie DUBOIS;92220;;
BANCIGNY;02044;2;29;commune-de-bancigny@orange.fr;Steve HUCLIN;02140;;
BARENTON-BUGNY;02046;2;578;mairie.barentonbugny@wanadoo.fr;Gérard BOUREZ;02000;;
BARENTON-CEL;02047;2;131;mairie.commune-barenton-cel@wanadoo.fr;David PETIT;02000;;
BARENTON-SUR-SERRE;02048;2;118;sur-serre.commune-de-barenton@orange.fr;Bruno SEVERIN;02270;;
BARISIS;02049;2;728;barisisauxbois@gmail.com;François BOBO;02700;;
BARZY-EN-THIÉRACHE;02050;2;308;mairie.barzy-en-thierache@orange.fr;Pierre-Marie TELLIER;02170;;
BARZY-SUR-MARNE;02051;2;386;mairie.barzy@wanadoo.fr;Jean-Claude BOHAIN;02850;;
BASSOLES-AULERS;02052;2;136;bassoles-aulers.mairie@wanadoo.fr;Isabelle HERBULOT;02380;;
BAULNE-EN-BRIE;02053;2;275;mairie.valleesenchampagne@orange.fr;Bruno LAHOUATI;02330;;
BEAUMÉ;02055;2;98;commune-de-beaume@orange.fr;Bernard DERUMIGNY;02500;;
BEAUMONT-EN-BEINE;02056;2;166;mairie.beaumontenbeine@orange.fr;Christian GAMBART;02300;;
BEAUREVOIR;02057;2;1498;mairie.beaurevoir@wanadoo.fr;Eric LIMPENS;02110;;
BEAURIEUX;02058;2;785;mairie41@wanadoo.fr;Jean-Paul COFFINET;02160;;
BEAURIEUX;02058;59;785;secretariat@mairiedebeaurieux.fr;Jean-Paul COFFINET;59740;;
BEAUTOR;02059;2;2658;mairiedebeautor@mairie-beautor.fr;Nadine JORE;02800;;
BEAUVOIS-EN-VERMANDOIS;02060;2;280;mairie.beauvois02@sfr.fr;Jean-Marie TAMPIGNY;02590;;
BECQUIGNY;02061;2;283;mairie.becquigny@orange.fr;Raoul NORVEZ;02110;;
BECQUIGNY;02061;80;283;mairie.becquigny@laposte.net;Raoul NORVEZ;80500;;
BELLEAU;02062;2;139;belleau.mairie@wanadoo.fr;Nadia CRAPART;02400;;
BELLEAU;02062;54;139;mairie.belleau@wanadoo.fr;Nadia CRAPART;54610;;
BELLENGLISE;02063;2;385;bellenglise.mairie@wanadoo.fr;Vincent DUQUENNE;02420;;
BELLEU;02064;2;3867;mairie.belleu@wanadoo.fr;Philippe MONTARON;02200;;
BELLICOURT;02065;2;635;bellicourt.mairie@wanadoo.fr;Marcel LECLERE;02420;;
BERGUES-SUR-SAMBRE;02067;2;219;mairie-bergues@orange.fr;Gérard LACOCHE;02450;;
BERLANCOURT;02068;2;105;mairie-berlancourt02@wanadoo.fr;Jean-Noël MOMBAERTS;02250;;
BERLANCOURT;02068;60;105;berlancourt@paysnoyonnais.fr;Jean-Noël MOMBAERTS;60640;;
BERLISE;02069;2;124;mairie-berlise@orange.fr;Michaël JACQUES;02340;;
BERNOT;02070;2;453;mairie.bernot@wanadoo.fr;Anne-Marie LEVIEL;02120;;
BERNY-RIVIÈRE;02071;2;622;mairiede.berny-riviere@wanadoo.fr;Hervé HERTAULT;02290;;
BERRIEUX;02072;2;181;mairie.berrieux02@orange.fr;Gilles PAYEN;02820;;
BERRY-AU-BAC;02073;2;588;mairie@berry-au-bac.fr;Marie-Christine HALLIER;02190;;
BERTAUCOURT-EPOURDON;02074;2;615;mairie@bertaucourt.fr;Patrice DELVILLE;02800;;
BERTHENICOURT;02075;2;210;berthenicourt@laposte.net;Vincent VANSTEENBERGHE;02240;;
BERTRICOURT;02076;2;163;bertricourt.mairie@orange.fr;Hervé BOLLINNE;02190;;
BESMÉ;02078;2;157;mairie.besme@wanadoo.fr;Evelyne BOUILLON;02300;;
BESMONT;02079;2;155;mairie.besmont@wanadoo.fr;Pierre-Marie VERDIER;02500;;
BESNY-ET-LOIZY;02080;2;370;mairie.besnyetloizy@orange.fr;Franck DEMAZURE;02870;;
BÉTHANCOURT-EN-VAUX;02081;2;447;mairie-de-bethancourt-en-vaux@wanadoo.fr;Philippe GONCALVES;02300;;
BEUVARDES;02083;2;722;mairie.beuvardes@wanadoo.fr;Lucien JEROME;02130;;
BÉZU-LE-GUÉRY;02084;2;259;mairiebezuleguery@wanadoo.fr;Philippe GUYON;02310;;
BÉZU-SAINT-GERMAIN;02085;2;977;mairie-bezustgermain@wanadoo.fr;Jean-Luc GRADOS;02400;;
BICHANCOURT;02086;2;1053;mairie.bichancourt@gmail.com;Christiane LAVANDIER;02300;;
BIEUXY;02087;2;30;mairie.bieuxy@orange.fr;Isabelle DOURNEL;02290;;
BIÈVRES;02088;8;71;mairiedebievres@wanadoo.fr;Pierre BIEDAL;08370;;
BIÈVRES;02088;91;71;contact@bievres.fr;Pierre BIEDAL;91570;;
BILLY-SUR-AISNE;02089;2;1102;secretariat@mairie-billy02.fr;Jean-François DE BAERE;02200;;
BILLY-SUR-OURCQ;02090;2;215;billysurourcq@wanadoo.fr;Bernard VIET;02210;;
BLANZY-LÈS-FISMES;02091;2;93;dominiqueferte-blanzy@orange.fr;Dominique FERTE;02160;;
BLÉRANCOURT;02093;2;1245;mairie.blerancourt@orange.fr;Patrick LAPLACE;02300;;
BLESMES;02094;2;384;blesmes.mairie02@wanadoo.fr;André SIMON;02400;;
BOHAIN-EN-VERMANDOIS;02095;2;5921;contact@bohainenvermandois.fr;Jean-Louis BRICOUT;02110;;
BOIS-LÈS-PARGNY;02096;2;188;boislespargnymairie@orange.fr;Jean-Pierre COURTIN;02270;;
BONCOURT;02097;2;254;mairie@boncourt.fr;Christian GERARD;02350;;
BONCOURT;02097;27;254;mairiedeboncourt@wanadoo.fr;Christian GERARD;27120;;
BONCOURT;02097;28;254;mairie.boncourt1@orange.fr;Christian GERARD;28260;;
BONCOURT;02097;54;254;communedeboncourt@orange.fr;Christian GERARD;54800;;
BONNEIL;02098;2;396;mairiedebonneil@gmail.com;Gilbert COPPEAUX;02400;;
